"timestamp_sec_str","app","cenario","carros_ativos","vazao_env_carro_total_bps","vazao_env_carro_media_bps","vazao_rec_servidor_total_bps","vazao_rec_servidor_media_bps","rtt_medio_ms","rtt_medio_ms_interpolated","pdr_inst_pacotes","conf_inst_bits","pdr_cum_pacotes","conf_cum_bits"
"1987-10-05 11:02:18 UTC","S","FQ",5,2480688,496137.6,2480688,496137.6,3.5476,3.5476,1,1,0.843833481745325,0.843833481745325
"1987-10-05 11:02:19 UTC","S","FQ",5,2492672,498534.4,2468704,493740.8,1.2486,1.2486,0.990384615384615,0.990384615384615,0.847149695387293,0.847149695387293
"1987-10-05 11:02:20 UTC","S","FQ",5,2480688,496137.6,2504656,500931.2,1.323,1.323,1,1,0.85072880093627,0.85072880093627
"1987-10-05 11:02:21 UTC","S","FQ",5,2480688,496137.6,2468704,493740.8,0.507,0.507,0.995169082125604,0.995169082125604,0.853841349156777,0.853841349156777
"1987-10-05 11:02:22 UTC","S","FQ",5,2456720,491344,2492672,498534.4,6.98625,6.98625,1,1,0.857201100805219,0.857201100805219
"1987-10-05 11:02:23 UTC","S","FQ",5,2504656,500931.2,2480688,496137.6,2.1944,2.1944,0.990430622009569,0.990430622009569,0.85998003992016,0.85998003992016
"1987-10-05 11:02:24 UTC","S","FQ",5,2456720,491344,2456720,491344,2.559,2.559,1,1,0.86278728606357,0.86278728606357
"1987-10-05 11:02:25 UTC","S","FQ",5,2504656,500931.2,2504656,500931.2,1.3954,1.3954,1,1,0.865535748514472,0.865535748514472
"1987-10-05 11:02:26 UTC","S","FQ",5,2492672,498534.4,2456720,491344,0.9072,0.9072,0.985576923076923,0.985576923076923,0.867881977071979,0.867881977071979
"1987-10-05 11:02:27 UTC","S","FQ",5,2468704,493740.8,2492672,498534.4,1.1084,1.1084,1,1,0.870575221238938,0.870575221238938
"1987-10-05 11:02:28 UTC","S","FQ",5,2468704,493740.8,2480688,496137.6,1.5582,1.5582,1,1,0.873077618961462,0.873077618961462
"1987-10-05 11:02:29 UTC","S","FQ",5,2468704,493740.8,2480688,496137.6,1.2656,1.2656,1,1,0.875488454706927,0.875488454706927
"1987-10-05 11:02:30 UTC","S","FQ",5,2516640,503328,2492672,498534.4,1.638,1.638,0.990476190476191,0.990476190476191,0.877593722755013,0.877593722755013
"1987-10-05 11:02:31 UTC","S","FQ",5,2468704,493740.8,2480688,496137.6,0.5906,0.5906,1,1,0.879838985954094,0.879838985954094
"1987-10-05 11:02:32 UTC","S","FQ",5,2504656,500931.2,2456720,491344,1.3912,1.3912,0.980861244019139,0.980861244019139,0.881615481699621,0.881615481699621
"1987-10-05 11:02:33 UTC","S","FQ",5,2456720,491344,2504656,500931.2,1.1926,1.1926,1,1,0.883953680727874,0.883953680727874
"1987-10-05 11:02:34 UTC","S","FQ",5,2468704,493740.8,2468704,493740.8,0.9534,0.9534,1,1,0.885897852960312,0.885897852960312
"1987-10-05 11:02:35 UTC","S","FQ",5,2492672,498534.4,2468704,493740.8,0.4926,0.4926,0.990384615384615,0.990384615384615,0.887635956493922,0.887635956493922
"1987-10-05 11:02:36 UTC","S","FQ",5,2480688,496137.6,2504656,500931.2,0.77,0.77,1,1,0.889623161041618,0.889623161041618
"1987-10-05 11:02:37 UTC","S","FQ",5,2468704,493740.8,2468704,493740.8,1.0702,1.0702,1,1,0.89138344816908,0.89138344816908
"1987-10-05 11:02:38 UTC","S","FQ",5,2480688,496137.6,2492672,498534.4,0.9356,0.9356,1,1,0.893172813166717,0.893172813166717
"1987-10-05 11:02:39 UTC","S","FQ",5,2492672,498534.4,2468704,493740.8,1.1846,1.1846,0.990384615384615,0.990384615384615,0.894689468946895,0.894689468946895
"1987-10-05 11:02:40 UTC","S","FQ",5,2456720,491344,2456720,491344,0.9702,0.9702,1,1,0.896284257959666,0.896284257959666
"1987-10-05 11:02:41 UTC","S","FQ",5,2492672,498534.4,2492672,498534.4,1.0562,1.0562,1,1,0.897853765005457,0.897853765005457
"1987-10-05 11:02:42 UTC","S","FQ",5,2468704,493740.8,2456720,491344,1.0588,1.0588,0.995145631067961,0.995145631067961,0.899290373449932,0.899290373449932
"1987-10-05 11:02:43 UTC","S","FQ",5,2444736,488947.2,2456720,491344,0.6382,0.6382,1,1,0.900812433768986,0.900812433768986
"1987-10-05 11:02:44 UTC","S","FQ",5,2504656,500931.2,2516640,503328,1.4338,1.4338,1,1,0.902325257588416,0.902325257588416
"1987-10-05 11:02:45 UTC","S","FQ",5,2456720,491344,2504656,500931.2,0.965,0.965,1,1,0.903974191777061,0.903974191777061
"1987-10-05 11:02:46 UTC","S","FQ",5,2480688,496137.6,2468704,493740.8,2.8556,2.8556,0.995169082125604,0.995169082125604,0.905251759610179,0.905251759610179
"1987-10-05 11:02:47 UTC","S","FQ",5,2468704,493740.8,2492672,498534.4,1.6674,1.6674,1,1,0.906688025630757,0.906688025630757
"1987-10-05 11:02:48 UTC","S","FQ",5,2492672,498534.4,2480688,496137.6,0.7894,0.7894,0.995192307692308,0.995192307692308,0.907899934167215,0.907899934167215
"1987-10-05 11:02:49 UTC","S","FQ",5,2480688,496137.6,2468704,493740.8,0.9792,0.9792,0.995169082125604,0.995169082125604,0.909073196077158,0.909073196077158
"1987-10-05 11:02:50 UTC","S","FQ",5,2504656,500931.2,2456720,491344,4.00933333333333,4.00933333333333,0.980861244019139,0.980861244019139,0.910034602076125,0.910034602076125
"1987-10-05 11:02:51 UTC","S","FQ",5,2468704,493740.8,2504656,500931.2,1.994,1.994,1,1,0.911396407791551,0.911396407791551
"1987-10-05 11:02:52 UTC","S","FQ",5,2480688,496137.6,2456720,491344,1.6365,1.6365,0.990338164251208,0.990338164251208,0.912416505399838,0.912416505399838
"1987-10-05 11:02:53 UTC","S","FQ",5,2480688,496137.6,2492672,498534.4,1.772375,1.772375,1,1,0.913595464070011,0.913595464070011
"1987-10-05 11:02:54 UTC","S","FQ",5,2480688,496137.6,2480688,496137.6,3.314375,3.314375,1,1,0.914683867826934,0.914683867826934
"1987-10-05 11:02:55 UTC","S","FQ",5,2480688,496137.6,2480688,496137.6,1.829875,1.829875,1,1,0.915745192307692,0.915745192307692
"1987-10-05 11:02:56 UTC","S","FQ",5,2480688,496137.6,2492672,498534.4,1.627625,1.627625,1,1,0.916839793435033,0.916839793435033
"1987-10-05 11:02:57 UTC","S","FQ",5,2468704,493740.8,2468704,493740.8,0.729571428571429,0.729571428571429,1,1,0.91784436755996,0.91784436755996
"1987-10-05 11:02:58 UTC","S","FQ",5,2480688,496137.6,2504656,500931.2,5.29214285714286,5.29214285714286,1,1,0.918945538818077,0.918945538818077
"1987-10-05 11:02:59 UTC","S","FQ",5,2492672,498534.4,2456720,491344,6.158125,6.158125,0.985576923076923,0.985576923076923,0.919738951225097,0.919738951225097
"1987-10-05 11:03:00 UTC","S","FQ",5,2480688,496137.6,2456720,491344,0.896,0.896,0.990338164251208,0.990338164251208,0.920565770862801,0.920565770862801
"1987-10-05 11:03:01 UTC","S","FQ",5,2480688,496137.6,2504656,500931.2,0.909,0.909,1,1,0.921597136785594,0.921597136785594
"1987-10-05 11:03:02 UTC","S","FQ",5,2480688,496137.6,2468704,493740.8,1.68057142857143,1.68057142857143,0.995169082125604,0.995169082125604,0.922439051357178,0.922439051357178
"1987-10-05 11:03:03 UTC","S","FQ",5,2468704,493740.8,2504656,500931.2,1.210375,1.210375,1,1,0.92347635966111,0.92347635966111
"1987-10-05 11:03:04 UTC","S","FQ",5,2492672,498534.4,2456720,491344,5.8525,5.8525,0.985576923076923,0.985576923076923,0.924174458195968,0.924174458195968
"1987-10-05 11:03:05 UTC","S","FQ",5,2480688,496137.6,2492672,498534.4,3.844125,3.844125,1,1,0.925066809192945,0.925066809192945
"1987-10-05 11:03:06 UTC","S","FQ",5,2492672,498534.4,2480688,496137.6,5.92963636363636,5.92963636363636,0.995192307692308,0.995192307692308,0.925837826408711,0.925837826408711
