"timestamp_sec_str","app","cenario","carros_ativos","vazao_env_carro_total_bps","vazao_env_carro_media_bps","vazao_rec_servidor_total_bps","vazao_rec_servidor_media_bps","rtt_medio_ms","rtt_medio_ms_interpolated","pdr_inst_pacotes","conf_inst_bits","pdr_cum_pacotes","conf_cum_bits"
"1987-10-05 11:01:26 UTC","G","FQ",1,479360,479360,0,0,NA,43641.6666666667,0,0,0,0
"1987-10-05 11:01:27 UTC","G","FQ",1,503328,503328,0,0,43638,43638,0,0,0,0
"1987-10-05 11:01:28 UTC","G","FQ",1,491344,491344,0,0,43610,43610,0,0,0,0
"1987-10-05 11:01:29 UTC","G","FQ",1,503328,503328,0,0,NA,43631.4285714286,0,0,0,0
"1987-10-05 11:01:30 UTC","G","FQ",1,503328,503328,0,0,NA,43652.8571428571,0,0,0,0
"1987-10-05 11:01:31 UTC","G","FQ",1,503328,503328,503328,503328,NA,43674.2857142857,1,1,0.168674698795181,0.168674698795181
"1987-10-05 11:01:32 UTC","G","FQ",1,491344,491344,503328,503328,NA,43695.7142857143,1,1,0.289655172413793,0.289655172413793
"1987-10-05 11:01:33 UTC","G","FQ",1,503328,503328,491344,491344,NA,43717.1428571429,0.976190476190476,0.976190476190476,0.376506024096386,0.376506024096386
"1987-10-05 11:01:34 UTC","G","FQ",1,491344,491344,503328,503328,NA,43738.5714285714,1,1,0.447721179624665,0.447721179624665
"1987-10-05 11:01:35 UTC","G","FQ",1,503328,503328,491344,491344,43760,43760,0.976190476190476,0.976190476190476,0.501204819277108,0.501204819277108
"1987-10-05 11:01:36 UTC","G","FQ",1,503328,503328,503328,503328,43756,43756,1,1,0.547045951859956,0.547045951859956
"1987-10-05 11:01:37 UTC","G","FQ",1,491344,491344,491344,491344,NA,43775.4285714286,1,1,0.58433734939759,0.58433734939759
"1987-10-05 11:01:38 UTC","G","FQ",5,2396800,479360,503328,100665.6,NA,43794.8571428571,0.21,0.21,0.477077363896848,0.477077363896848
"1987-10-05 11:01:39 UTC","G","FQ",5,2468704,493740.8,491344,98268.8,NA,43814.2857142857,0.199029126213592,0.199029126213592,0.413716814159292,0.413716814159292
"1987-10-05 11:01:40 UTC","G","FQ",5,2504656,500931.2,503328,100665.6,NA,43833.7142857143,0.200956937799043,0.200956937799043,0.373764600179695,0.373764600179695
"1987-10-05 11:01:41 UTC","G","FQ",5,2456720,491344,503328,100665.6,NA,43853.1428571429,0.204878048780488,0.204878048780488,0.347496206373293,0.347496206373293
"1987-10-05 11:01:42 UTC","G","FQ",5,2504656,500931.2,491344,98268.8,NA,43872.5714285714,0.196172248803828,0.196172248803828,0.326784544859201,0.326784544859201
"1987-10-05 11:01:43 UTC","G","FQ",5,2468704,493740.8,635152,127030.4,43892,43892,0.257281553398058,0.257281553398058,0.318522792844778,0.318522792844778
"1987-10-05 11:01:44 UTC","G","FQ",5,2504656,500931.2,886816,177363.2,NA,43889,0.354066985645933,0.354066985645933,0.322348094747683,0.322348094747683
"1987-10-05 11:01:45 UTC","G","FQ",5,2468704,493740.8,431424,86284.8,43886,43886,0.174757281553398,0.174757281553398,0.308193668528864,0.308193668528864
"1987-10-05 11:01:46 UTC","G","FQ",5,2492672,498534.4,275632,55126.4,NA,43919.5,0.110576923076923,0.110576923076923,0.290747028862479,0.290747028862479
"1987-10-05 11:01:47 UTC","G","FQ",5,2480688,496137.6,263648,52729.6,NA,43953,0.106280193236715,0.106280193236715,0.275848614904409,0.275848614904409
"1987-10-05 11:01:48 UTC","G","FQ",5,2492672,498534.4,275632,55126.4,NA,43986.5,0.110576923076923,0.110576923076923,0.263442800433057,0.263442800433057
"1987-10-05 11:01:49 UTC","G","FQ",5,2480688,496137.6,263648,52729.6,44020,44020,0.106280193236715,0.106280193236715,0.252518468770987,0.252518468770987
