"timestamp_sec_str","app","cenario","carros_ativos","vazao_env_carro_total_bps","vazao_env_carro_media_bps","vazao_rec_servidor_total_bps","vazao_rec_servidor_media_bps","rtt_medio_ms","rtt_medio_ms_interpolated","pdr_inst_pacotes","conf_inst_bits","pdr_cum_pacotes","conf_cum_bits"
"1987-10-05 11:01:26 UTC","E2","FS",1,946736,946736,0,0,5.0902,5.0902,0,0,0,0
"1987-10-05 11:01:27 UTC","E2","FS",1,994672,994672,0,0,5.703,5.703,0,0,0,0
"1987-10-05 11:01:28 UTC","E2","FS",1,994672,994672,0,0,6.29283333333333,6.29283333333333,0,0,0,0
"1987-10-05 11:01:29 UTC","E2","FS",1,994672,994672,0,0,4.11125,4.11125,0,0,0,0
"1987-10-05 11:01:30 UTC","E2","FS",1,994672,994672,0,0,4.7674,4.7674,0,0,0,0
"1987-10-05 11:01:31 UTC","E2","FS",1,982688,982688,1018640,1018640,5.2772,5.2772,1,1,0.172413793103448,0.172413793103448
"1987-10-05 11:01:32 UTC","E2","FS",1,994672,994672,994672,994672,3.7116,3.7116,1,1,0.291666666666667,0.291666666666667
"1987-10-05 11:01:33 UTC","E2","FS",1,994672,994672,994672,994672,5.214,5.214,1,1,0.380880121396055,0.380880121396055
"1987-10-05 11:01:34 UTC","E2","FS",1,994672,994672,994672,994672,6.3082,6.3082,1,1,0.450134770889488,0.450134770889488
"1987-10-05 11:01:35 UTC","E2","FS",1,994672,994672,994672,994672,4.4124,4.4124,1,1,0.505454545454545,0.505454545454545
"1987-10-05 11:01:36 UTC","E2","FS",1,982688,982688,982688,982688,3.9328,3.9328,1,1,0.550165380374862,0.550165380374862
"1987-10-05 11:01:37 UTC","E2","FS",1,982688,982688,994672,994672,6.048,6.048,1,1,0.588473205257836,0.588473205257836
"1987-10-05 11:01:38 UTC","E2","FS",5,4757648,951529.6,994672,198934.4,4.6876,4.6876,0.209068010075567,0.209068010075567,0.47979797979798,0.47979797979798
"1987-10-05 11:01:39 UTC","E2","FS",5,4949392,989878.4,994672,198934.4,8.338,8.338,0.200968523002421,0.200968523002421,0.415786548082268,0.415786548082268
"1987-10-05 11:01:40 UTC","E2","FS",5,4949392,989878.4,994672,198934.4,9.31775,9.31775,0.200968523002421,0.200968523002421,0.375678119349005,0.375678119349005
"1987-10-05 11:01:41 UTC","E2","FS",5,4925424,985084.8,982688,196537.6,6.1708,6.1708,0.199513381995134,0.199513381995134,0.348074723598933,0.348074723598933
"1987-10-05 11:01:42 UTC","E2","FS",5,4937408,987481.6,982688,196537.6,4.603,4.603,0.199029126213592,0.199029126213592,0.327841845140033,0.327841845140033
"1987-10-05 11:01:43 UTC","E2","FS",5,4949392,989878.4,1222368,244473.6,7.1608,7.1608,0.246973365617433,0.246973365617433,0.318155452436195,0.318155452436195
"1987-10-05 11:01:44 UTC","E2","FS",5,4925424,985084.8,2217040,443408,8.786,8.786,0.450121654501217,0.450121654501217,0.33221041720653,0.33221041720653
"1987-10-05 11:01:45 UTC","E2","FS",5,4913440,982688,2696400,539280,3.2552,3.2552,0.548780487804878,0.548780487804878,0.353010072616538,0.353010072616538
"1987-10-05 11:01:46 UTC","E2","FS",5,4949392,989878.4,3079888,615977.6,6.4254,6.4254,0.62227602905569,0.62227602905569,0.376762067492525,0.376762067492525
"1987-10-05 11:01:47 UTC","E2","FS",5,4925424,985084.8,3127824,625564.8,4.0054,4.0054,0.635036496350365,0.635036496350365,0.397604555271942,0.397604555271942
"1987-10-05 11:01:48 UTC","E2","FS",5,4961376,992275.2,3103856,620771.2,5.6238,5.6238,0.6256038647343,0.6256038647343,0.414744870165244,0.414744870165244
"1987-10-05 11:01:49 UTC","E2","FS",5,4949392,989878.4,3139808,627961.6,6.002,6.002,0.634382566585956,0.634382566585956,0.430067567567568,0.430067567567568
"1987-10-05 11:01:50 UTC","E2","FS",5,4925424,985084.8,3115840,623168,4.217,4.217,0.632603406326034,0.632603406326034,0.443215921655347,0.443215921655347
"1987-10-05 11:01:51 UTC","E2","FS",5,4961376,992275.2,3115840,623168,5.924,5.924,0.628019323671498,0.628019323671498,0.454558932542624,0.454558932542624
"1987-10-05 11:01:52 UTC","E2","FS",5,4949392,989878.4,3115840,623168,2.5072,2.5072,0.62953995157385,0.62953995157385,0.464654931545124,0.464654931545124
"1987-10-05 11:01:53 UTC","E2","FS",5,4925424,985084.8,3127824,625564.8,5.8566,5.8566,0.635036496350365,0.635036496350365,0.47390672479852,0.47390672479852
"1987-10-05 11:01:54 UTC","E2","FS",5,4961376,992275.2,3127824,625564.8,4.2654,4.2654,0.630434782608696,0.630434782608696,0.482024301640987,0.482024301640987
"1987-10-05 11:01:55 UTC","E2","FS",5,4925424,985084.8,3103856,620771.2,4.4572,4.4572,0.630170316301703,0.630170316301703,0.48927805575411,0.48927805575411
"1987-10-05 11:01:56 UTC","E2","FS",5,4949392,989878.4,3127824,625564.8,3.456,3.456,0.631961259079903,0.631961259079903,0.495969115476326,0.495969115476326
"1987-10-05 11:01:57 UTC","E2","FS",5,4937408,987481.6,3115840,623168,3.8502,3.8502,0.631067961165049,0.631067961165049,0.502006725241349,0.502006725241349
"1987-10-05 11:01:58 UTC","E2","FS",5,4937408,987481.6,3151792,630358.4,3.448,3.448,0.638349514563107,0.638349514563107,0.5078392690271,0.5078392690271
"1987-10-05 11:01:59 UTC","E2","FS",5,4961376,992275.2,3079888,615977.6,3.6356,3.6356,0.620772946859903,0.620772946859903,0.512493777999005,0.512493777999005
"1987-10-05 11:02:00 UTC","E2","FS",5,4913440,982688,3163776,632755.2,4.714,4.714,0.64390243902439,0.64390243902439,0.517647058823529,0.517647058823529
"1987-10-05 11:02:01 UTC","E2","FS",5,4949392,989878.4,3103856,620771.2,4.608,4.608,0.627118644067797,0.627118644067797,0.521807140228193,0.521807140228193
"1987-10-05 11:02:02 UTC","E2","FS",5,4925424,985084.8,3139808,627961.6,3.5486,3.5486,0.637469586374696,0.637469586374696,0.526021810444188,0.526021810444188
"1987-10-05 11:02:03 UTC","E2","FS",5,4937408,987481.6,3091872,618374.4,2.684,2.684,0.62621359223301,0.62621359223301,0.529552647335557,0.529552647335557
"1987-10-05 11:02:04 UTC","E2","FS",5,4901456,980291.2,3211712,642342.4,3.58,3.58,0.655256723716381,0.655256723716381,0.533801652892562,0.533801652892562
"1987-10-05 11:02:05 UTC","E2","FS",5,4901456,980291.2,4446064,889212.8,7.1934,7.1934,0.907090464547677,0.907090464547677,0.546006875049964,0.546006875049964
"1987-10-05 11:02:06 UTC","E2","FS",5,4985344,997068.8,5824224,1164844.8,5.1114,5.1114,1,1,0.566034816247582,0.566034816247582
"1987-10-05 11:02:07 UTC","E2","FS",5,4961376,992275.2,6063904,1212780.8,6.3594,6.3594,1,1,0.586400779668641,0.586400779668641
"1987-10-05 11:02:08 UTC","E2","FS",5,4913440,982688,6099856,1219971.2,3.7534,3.7534,1,1,0.605934977089243,0.605934977089243
"1987-10-05 11:02:09 UTC","E2","FS",5,4949392,989878.4,6063904,1212780.8,6.2198,6.2198,1,1,0.623993786188392,0.623993786188392
"1987-10-05 11:02:10 UTC","E2","FS",5,4925424,985084.8,6063904,1212780.8,3.916,3.916,1,1,0.64111713442668,0.64111713442668
"1987-10-05 11:02:11 UTC","E2","FS",5,4961376,992275.2,6075888,1215177.6,6.0658,6.0658,1,1,0.657236271435244,0.657236271435244
"1987-10-05 11:02:12 UTC","E2","FS",5,4865504,973100.8,6051920,1210384,6.662,6.662,1,1,0.672708373936205,0.672708373936205
"1987-10-05 11:02:13 UTC","E2","FS",5,4937408,987481.6,6123824,1224764.8,5.784,5.784,1,1,0.687503954444796,0.687503954444796
"1987-10-05 11:02:14 UTC","E2","FS",5,4913440,982688,6063904,1212780.8,3.4744,3.4744,1,1,0.701325932778292,0.701325932778292
