"timestamp_sec_str","app","cenario","carros_ativos","vazao_env_carro_total_bps","vazao_env_carro_media_bps","vazao_rec_servidor_total_bps","vazao_rec_servidor_media_bps","rtt_medio_ms","rtt_medio_ms_interpolated","pdr_inst_pacotes","conf_inst_bits","pdr_cum_pacotes","conf_cum_bits"
"1987-10-05 11:01:26 UTC","S","FS",1,479360,479360,0,0,2.459,2.459,0,0,0,0
"1987-10-05 11:01:27 UTC","S","FS",1,491344,491344,0,0,0.756,0.756,0,0,0,0
"1987-10-05 11:01:28 UTC","S","FS",1,503328,503328,0,0,1.1374,1.1374,0,0,0,0
"1987-10-05 11:01:29 UTC","S","FS",1,491344,491344,0,0,1.1776,1.1776,0,0,0,0
"1987-10-05 11:01:30 UTC","S","FS",1,503328,503328,0,0,0.7896,0.7896,0,0,0,0
"1987-10-05 11:01:31 UTC","S","FS",1,503328,503328,515312,515312,2.4328,2.4328,1,1,0.173387096774194,0.173387096774194
"1987-10-05 11:01:32 UTC","S","FS",1,491344,491344,491344,491344,0.8786,0.8786,1,1,0.290657439446367,0.290657439446367
"1987-10-05 11:01:33 UTC","S","FS",1,503328,503328,491344,491344,2.00725,2.00725,0.976190476190476,0.976190476190476,0.377643504531722,0.377643504531722
"1987-10-05 11:01:34 UTC","S","FS",1,491344,491344,503328,503328,1.3302,1.3302,1,1,0.448924731182796,0.448924731182796
"1987-10-05 11:01:35 UTC","S","FS",1,503328,503328,503328,503328,1.4704,1.4704,1,1,0.504830917874396,0.504830917874396
"1987-10-05 11:01:36 UTC","S","FS",1,491344,491344,491344,491344,0.771,0.771,1,1,0.549450549450549,0.549450549450549
"1987-10-05 11:01:37 UTC","S","FS",1,503328,503328,503328,503328,1.174,1.174,1,1,0.587525150905433,0.587525150905433
"1987-10-05 11:01:38 UTC","S","FS",5,2396800,479360,491344,98268.8,1.3758,1.3758,0.205,0.205,0.477761836441894,0.477761836441894
"1987-10-05 11:01:39 UTC","S","FS",5,2504656,500931.2,503328,100665.6,0.8442,0.8442,0.200956937799043,0.200956937799043,0.413907284768212,0.413907284768212
"1987-10-05 11:01:40 UTC","S","FS",5,2468704,493740.8,491344,98268.8,1.2822,1.2822,0.199029126213592,0.199029126213592,0.37410071942446,0.37410071942446
"1987-10-05 11:01:41 UTC","S","FS",5,2504656,500931.2,503328,100665.6,0.802,0.802,0.200956937799043,0.200956937799043,0.34670704012112,0.34670704012112
"1987-10-05 11:01:42 UTC","S","FS",5,2468704,493740.8,491344,98268.8,1.6878,1.6878,0.199029126213592,0.199029126213592,0.326784544859201,0.326784544859201
"1987-10-05 11:01:43 UTC","S","FS",5,2504656,500931.2,623168,124633.6,1.531,1.531,0.248803827751196,0.248803827751196,0.317396313364055,0.317396313364055
"1987-10-05 11:01:44 UTC","S","FS",5,2456720,491344,1114512,222902.4,2.1072,2.1072,0.453658536585366,0.453658536585366,0.331787738279238,0.331787738279238
"1987-10-05 11:01:45 UTC","S","FS",5,2504656,500931.2,1366176,273235.2,1.7308,1.7308,0.545454545454545,0.545454545454545,0.352558139534884,0.352558139534884
"1987-10-05 11:01:46 UTC","S","FS",5,2456720,491344,2336880,467376,0.8346,0.8346,0.951219512195122,0.951219512195122,0.404670912951168,0.404670912951168
"1987-10-05 11:01:47 UTC","S","FS",5,2504656,500931.2,2456720,491344,3.165,3.165,0.980861244019139,0.980861244019139,0.451638065522621,0.451638065522621
"1987-10-05 11:01:48 UTC","S","FS",5,2468704,493740.8,2516640,503328,0.7736,0.7736,1,1,0.493862815884477,0.493862815884477
"1987-10-05 11:01:49 UTC","S","FS",5,2492672,498534.4,2468704,493740.8,0.5952,0.5952,0.990384615384615,0.990384615384615,0.528542646071189,0.528542646071189
