"timestamp_sec_str","app","cenario","carros_ativos","vazao_env_carro_total_bps","vazao_env_carro_media_bps","vazao_rec_servidor_total_bps","vazao_rec_servidor_media_bps","rtt_medio_ms","rtt_medio_ms_interpolated","pdr_inst_pacotes","conf_inst_bits","pdr_cum_pacotes","conf_cum_bits"
"1987-10-05 11:01:26 UTC","E","FS",1,479360,479360,0,0,4662.6,4662.6,0,0,0,0
"1987-10-05 11:01:27 UTC","E","FS",1,503328,503328,0,0,4663.6,4663.6,0,0,0,0
"1987-10-05 11:01:28 UTC","E","FS",1,491344,491344,0,0,4662.4,4662.4,0,0,0,0
"1987-10-05 11:01:29 UTC","E","FS",1,503328,503328,0,0,4662,4662,0,0,0,0
"1987-10-05 11:01:30 UTC","E","FS",1,491344,491344,0,0,4666.25,4666.25,0,0,0,0
"1987-10-05 11:01:31 UTC","E","FS",1,503328,503328,527296,527296,4665.66666666667,4665.66666666667,1,1,0.17741935483871,0.17741935483871
"1987-10-05 11:01:32 UTC","E","FS",1,491344,491344,491344,491344,4666.75,4666.75,1,1,0.294117647058824,0.294117647058824
"1987-10-05 11:01:33 UTC","E","FS",1,491344,491344,503328,503328,4666.66666666667,4666.66666666667,1,1,0.384848484848485,0.384848484848485
"1987-10-05 11:01:34 UTC","E","FS",1,503328,503328,491344,491344,4665.5,4665.5,0.976190476190476,0.976190476190476,0.451612903225806,0.451612903225806
"1987-10-05 11:01:35 UTC","E","FS",1,503328,503328,503328,503328,4667,4667,1,1,0.507246376811594,0.507246376811594
"1987-10-05 11:01:36 UTC","E","FS",1,491344,491344,491344,491344,4663.5,4663.5,1,1,0.551648351648352,0.551648351648352
"1987-10-05 11:01:37 UTC","E","FS",1,503328,503328,503328,503328,4666.4,4666.4,1,1,0.58953722334004,0.58953722334004
"1987-10-05 11:01:38 UTC","E","FS",5,2384816,476963.2,491344,98268.8,4665,4665,0.206030150753769,0.206030150753769,0.479885057471264,0.479885057471264
